"name","caption","description","displayname","errorcontrol","pathname","creationclassname","servicetype","started","startmode","startname","state","status","systemname","acceptpause","acceptstop"
ï»¿"TPM","TPM","TPM","TPM","Normal","C:\Windows\system32\drivers\tpm.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"TsUsbFlt","Remote Desktop USB Hub Class Filter Driver","Remote Desktop USB Hub Class Filter Driver","Remote Desktop USB Hub Class Filter Driver","Normal","C:\Windows\system32\drivers\tsusbflt.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"TsUsbGD","»·ºÝ®à­±¤@¯ë USB ¸Ë¸m","»·ºÝ®à­±¤@¯ë USB ¸Ë¸m","»·ºÝ®à­±¤@¯ë USB ¸Ë¸m","Normal","C:\Windows\system32\drivers\TsUsbGD.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"tsusbhub","Remote Desktop USB Hub","Remote Desktop USB Hub","Remote Desktop USB Hub","Normal","C:\Windows\system32\drivers\tsusbhub.sys","Win32_SystemDriver","Kernel Driver","Running","Manual"," ","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"tunnel","Microsoft ³q¹D°g§A³s±µ°ð¤¶­±¥dÅX°Êµ{¦¡","Microsoft ³q¹D°g§A³s±µ°ð¤¶­±¥dÅX°Êµ{¦¡","Microsoft ³q¹D°g§A³s±µ°ð¤¶­±¥dÅX°Êµ{¦¡","Normal","C:\Windows\system32\drivers\tunnel.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"UASPStor","USB Attached SCSI (UAS) Driver","USB Attached SCSI (UAS) Driver","USB Attached SCSI (UAS) Driver","Normal","C:\Windows\system32\drivers\uaspstor.sys","Win32_SystemDriver","Kernel Driver","Running","Manual"," ","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"UcmCx0101","USB Connector Manager KMDF Class Extension","USB Connector Manager KMDF Class Extension","USB Connector Manager KMDF Class Extension","Normal","C:\Windows\system32\Drivers\UcmCx.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"UcmTcpciCx0101","UCM-TCPCI KMDF Class Extension","UCM-TCPCI KMDF Class Extension","UCM-TCPCI KMDF Class Extension","Normal","C:\Windows\system32\Drivers\UcmTcpciCx.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"UcmUcsiAcpiClient","UCM-UCSI ACPI ¥Î¤áºÝ","UCM-UCSI ACPI ¥Î¤áºÝ","UCM-UCSI ACPI ¥Î¤áºÝ","Normal","C:\Windows\system32\drivers\UcmUcsiAcpiClient.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"UcmUcsiCx0101","UCM-UCSI KMDF Class Extension","UCM-UCSI KMDF Class Extension","UCM-UCSI KMDF Class Extension","Normal","C:\Windows\system32\Drivers\UcmUcsiCx.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"Ucx01000","USB Host Support Library","USB Host Support Library","USB Host Support Library","Normal","C:\Windows\system32\drivers\ucx01000.sys","Win32_SystemDriver","Kernel Driver","Running","Manual"," ","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"UdeCx","USB Device Emulation Support Library","USB Device Emulation Support Library","USB Device Emulation Support Library","Normal","C:\Windows\system32\drivers\udecx.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"udfs","udfs","udfs","udfs","Normal","C:\Windows\system32\DRIVERS\udfs.sys","Win32_SystemDriver","File System Driver","Stopped","Disabled"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"UEFI","Microsoft UEFI ÅX°Êµ{¦¡","Microsoft UEFI ÅX°Êµ{¦¡","Microsoft UEFI ÅX°Êµ{¦¡","Normal","C:\Windows\system32\DriverStore\FileRepository\uefi.inf_amd64_c1628ffa62c8e54c\UEFI.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"UevAgentDriver","UevAgentDriver","UevAgentDriver","UevAgentDriver","Normal","C:\Windows\system32\drivers\UevAgentDriver.sys","Win32_SystemDriver","File System Driver","Stopped","Disabled"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"Ufx01000","USB Function Class Extension","USB Function Class Extension","USB Function Class Extension","Normal","C:\Windows\system32\drivers\ufx01000.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"UfxChipidea","USB Chipidea ±±¨î¾¹","USB Chipidea ±±¨î¾¹","USB Chipidea ±±¨î¾¹","Normal","C:\Windows\system32\DriverStore\FileRepository\ufxchipidea.inf_amd64_1c78775fffab6a0a\UfxChipidea.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"ufxsynopsys","USB Synopsys ±±¨î¾¹","USB Synopsys ±±¨î¾¹","USB Synopsys ±±¨î¾¹","Normal","C:\Windows\system32\drivers\ufxsynopsys.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"umbus","UMBus Enumerator Driver","UMBus Enumerator Driver","UMBus Enumerator Driver","Normal","C:\Windows\system32\DriverStore\FileRepository\umbus.inf_amd64_b78a9c5b6fd62c27\umbus.sys","Win32_SystemDriver","Kernel Driver","Running","Manual"," ","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"UmPass","Microsoft UMPass ÅX°Êµ{¦¡","Microsoft UMPass ÅX°Êµ{¦¡","Microsoft UMPass ÅX°Êµ{¦¡","Normal","C:\Windows\system32\drivers\umpass.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"UrsChipidea","Chipidea USB ¨¤¦â¤Á´«ÅX°Êµ{¦¡","Chipidea USB ¨¤¦â¤Á´«ÅX°Êµ{¦¡","Chipidea USB ¨¤¦â¤Á´«ÅX°Êµ{¦¡","Normal","C:\Windows\system32\DriverStore\FileRepository\urschipidea.inf_amd64_78ad1c14e33df968\urschipidea.sys","Win32_SystemDriver","Kernel Driver","Running","Manual"," ","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"UrsCx01000","USB Role-Switch Support Library","USB Role-Switch Support Library","USB Role-Switch Support Library","Normal","C:\Windows\system32\drivers\urscx01000.sys","Win32_SystemDriver","Kernel Driver","Running","Manual"," ","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"UrsSynopsys","Synopsys USB ¨¤¦â¤Á´«ÅX°Êµ{¦¡","Synopsys USB ¨¤¦â¤Á´«ÅX°Êµ{¦¡","Synopsys USB ¨¤¦â¤Á´«ÅX°Êµ{¦¡","Normal","C:\Windows\system32\DriverStore\FileRepository\urssynopsys.inf_amd64_057fa37902020500\urssynopsys.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"usbaudio","USB Audio Driver (WDM)","USB Audio Driver (WDM)","USB Audio Driver (WDM)","Normal","C:\Windows\system32\drivers\usbaudio.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"usbaudio2","USB ­µ°T 2.0 ªA°È","USB ­µ°T 2.0 ªA°È","USB ­µ°T 2.0 ªA°È","Normal","C:\Windows\system32\drivers\usbaudio2.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"usbccgp","Microsoft USB ¤@¯ë¤W¼hÅX°Êµ{¦¡","Microsoft USB ¤@¯ë¤W¼hÅX°Êµ{¦¡","Microsoft USB ¤@¯ë¤W¼hÅX°Êµ{¦¡","Normal","C:\Windows\system32\drivers\usbccgp.sys","Win32_SystemDriver","Kernel Driver","Running","Manual"," ","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"usbcir","eHome ¬õ¥~½u±µ¦¬¾¹ (USBCIR)","eHome ¬õ¥~½u±µ¦¬¾¹ (USBCIR)","eHome ¬õ¥~½u±µ¦¬¾¹ (USBCIR)","Normal","C:\Windows\system32\drivers\usbcir.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"usbehci","Microsoft USB 2.0 Enhanced Host Controller Miniport Driver","Microsoft USB 2.0 Enhanced Host Controller Miniport Driver","Microsoft USB 2.0 Enhanced Host Controller Miniport Driver","Normal","C:\Windows\system32\drivers\usbehci.sys","Win32_SystemDriver","Kernel Driver","Running","Manual"," ","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"usbhub","Microsoft USB ¼Ð·Ç¶°½u¾¹ÅX°Êµ{¦¡","Microsoft USB ¼Ð·Ç¶°½u¾¹ÅX°Êµ{¦¡","Microsoft USB ¼Ð·Ç¶°½u¾¹ÅX°Êµ{¦¡","Normal","C:\Windows\system32\drivers\usbhub.sys","Win32_SystemDriver","Kernel Driver","Running","Manual"," ","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"USBHUB3","SuperSpeed ¶°½u¾¹","SuperSpeed ¶°½u¾¹","SuperSpeed ¶°½u¾¹","Normal","C:\Windows\system32\drivers\UsbHub3.sys","Win32_SystemDriver","Kernel Driver","Running","Manual"," ","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"usbohci","Microsoft USB Open Host Controller Miniport Driver","Microsoft USB Open Host Controller Miniport Driver","Microsoft USB Open Host Controller Miniport Driver","Normal","C:\Windows\system32\drivers\usbohci.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"usbprint","Microsoft USB PRINTER Class","Microsoft USB PRINTER Class","Microsoft USB PRINTER Class","Normal","C:\Windows\system32\drivers\usbprint.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"usbser","Microsoft USB §Ç¦CÅX°Êµ{¦¡","Microsoft USB §Ç¦CÅX°Êµ{¦¡","Microsoft USB §Ç¦CÅX°Êµ{¦¡","Normal","C:\Windows\system32\drivers\usbser.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"USBSTOR","USB Mass Storage Driver","USB Mass Storage Driver","USB Mass Storage Driver","Normal","C:\Windows\system32\drivers\USBSTOR.SYS","Win32_SystemDriver","Kernel Driver","Running","Manual"," ","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"usbuhci","Microsoft USB Universal Host Controller Miniport Driver","Microsoft USB Universal Host Controller Miniport Driver","Microsoft USB Universal Host Controller Miniport Driver","Normal","C:\Windows\system32\drivers\usbuhci.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"USBXHCI","USB xHCI ¬Û®eªº¥D¾÷±±¨î¾¹","USB xHCI ¬Û®eªº¥D¾÷±±¨î¾¹","USB xHCI ¬Û®eªº¥D¾÷±±¨î¾¹","Normal","C:\Windows\system32\drivers\USBXHCI.SYS","Win32_SystemDriver","Kernel Driver","Running","Manual"," ","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"vdrvroot","Microsoft µêÀÀºÏºÐ¾÷¦CÁ|µ{¦¡","Microsoft µêÀÀºÏºÐ¾÷¦CÁ|µ{¦¡","Microsoft µêÀÀºÏºÐ¾÷¦CÁ|µ{¦¡","Critical","C:\Windows\system32\drivers\vdrvroot.sys","Win32_SystemDriver","Kernel Driver","Running","Boot"," ","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"VerifierExt","ÅX°Êµ{¦¡ÀË¬d¾¹©µ¦ù¼Ò²Õ","ÅX°Êµ{¦¡ÀË¬d¾¹©µ¦ù¼Ò²Õ","ÅX°Êµ{¦¡ÀË¬d¾¹©µ¦ù¼Ò²Õ","Normal","C:\Windows\system32\drivers\VerifierExt.sys","Win32_SystemDriver","Kernel Driver","Stopped","Disabled"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"vhdmp","vhdmp","vhdmp","vhdmp","Normal","C:\Windows\system32\drivers\vhdmp.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"vhf","µêÀÀ HID ¬[ºc (VHF) ÅX°Êµ{¦¡","µêÀÀ HID ¬[ºc (VHF) ÅX°Êµ{¦¡","µêÀÀ HID ¬[ºc (VHF) ÅX°Êµ{¦¡","Normal","C:\Windows\system32\drivers\vhf.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"Vid","Vid","Vid","Vid","Normal","C:\Windows\system32\drivers\Vid.sys","Win32_SystemDriver","Kernel Driver","Running","System"," ","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"VirtualRender","VirtualRender","VirtualRender","VirtualRender","Ignore","C:\Windows\system32\DriverStore\FileRepository\vrd.inf_amd64_81fbd405ff2470fc\vrd.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"vm3dmp","vm3dmp","vm3dmp","vm3dmp","Ignore","C:\Windows\system32\DRIVERS\vm3dmp.sys","Win32_SystemDriver","Kernel Driver","Running","Manual"," ","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"vm3dmp-debug","vm3dmp-debug","vm3dmp-debug","vm3dmp-debug","Ignore","C:\Windows\system32\DRIVERS\vm3dmp-debug.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"vm3dmp-stats","vm3dmp-stats","vm3dmp-stats","vm3dmp-stats","Ignore","C:\Windows\system32\DRIVERS\vm3dmp-stats.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"vm3dmp_loader","vm3dmp_loader","vm3dmp_loader","vm3dmp_loader","Ignore","C:\Windows\system32\DRIVERS\vm3dmp_loader.sys","Win32_SystemDriver","Kernel Driver","Running","Manual"," ","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"vmbus","µêÀÀ¾÷¾¹¶×¬y±Æ","µêÀÀ¾÷¾¹¶×¬y±Æ","µêÀÀ¾÷¾¹¶×¬y±Æ","Normal","C:\Windows\system32\drivers\vmbus.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"VMBusHID","VMBusHID","VMBusHID","VMBusHID","Ignore","C:\Windows\system32\drivers\VMBusHID.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"vmci","VMware VMCI Bus Driver","VMware VMCI Bus Driver","VMware VMCI Bus Driver","Ignore","C:\Windows\system32\drivers\vmci.sys","Win32_SystemDriver","Kernel Driver","Running","Boot"," ","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"vmgid","Microsoft Hyper-V «ÈÅé°òÂ¦µ²ºcÅX°Êµ{¦¡","Microsoft Hyper-V «ÈÅé°òÂ¦µ²ºcÅX°Êµ{¦¡","Microsoft Hyper-V «ÈÅé°òÂ¦µ²ºcÅX°Êµ{¦¡","Normal","C:\Windows\system32\drivers\vmgid.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"VMMemCtl","Memory Control Driver","Memory Control Driver","Memory Control Driver","Ignore","C:\Windows\system32\DRIVERS\vmmemctl.sys","Win32_SystemDriver","Kernel Driver","Running","Auto"," ","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"vmmouse","VMware Pointing Device","VMware Pointing Device","VMware Pointing Device","Ignore","C:\Windows\system32\drivers\vmmouse.sys","Win32_SystemDriver","Kernel Driver","Running","Manual"," ","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"vmusbmouse","VMware USB Pointing Device","VMware USB Pointing Device","VMware USB Pointing Device","Ignore","C:\Windows\system32\drivers\vmusbmouse.sys","Win32_SystemDriver","Kernel Driver","Running","Manual"," ","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"volmgr","ºÏºÐ°ÏºÞ²z­ûÅX°Êµ{¦¡","ºÏºÐ°ÏºÞ²z­ûÅX°Êµ{¦¡","ºÏºÐ°ÏºÞ²z­ûÅX°Êµ{¦¡","Critical","C:\Windows\system32\drivers\volmgr.sys","Win32_SystemDriver","Kernel Driver","Running","Boot"," ","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"volmgrx","Dynamic Volume Manager","Dynamic Volume Manager","Dynamic Volume Manager","Critical","C:\Windows\system32\drivers\volmgrx.sys","Win32_SystemDriver","Kernel Driver","Running","Boot"," ","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"volsnap","ºÏºÐ°Ï³±¼v½Æ»sÅX°Êµ{¦¡","ºÏºÐ°Ï³±¼v½Æ»sÅX°Êµ{¦¡","ºÏºÐ°Ï³±¼v½Æ»sÅX°Êµ{¦¡","Critical","C:\Windows\system32\drivers\volsnap.sys","Win32_SystemDriver","Kernel Driver","Running","Boot"," ","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"volume","ºÏºÐ°ÏÅX°Êµ{¦¡","ºÏºÐ°ÏÅX°Êµ{¦¡","ºÏºÐ°ÏÅX°Êµ{¦¡","Critical","C:\Windows\system32\drivers\volume.sys","Win32_SystemDriver","Kernel Driver","Running","Boot"," ","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"vpci","Microsoft Hyper-V µêÀÀ PCI ¶×¬y±Æ","Microsoft Hyper-V µêÀÀ PCI ¶×¬y±Æ","Microsoft Hyper-V µêÀÀ PCI ¶×¬y±Æ","Normal","C:\Windows\system32\drivers\vpci.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"vsmraid","vsmraid","vsmraid","vsmraid","Normal","C:\Windows\system32\drivers\vsmraid.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"vsock","vSockets Virtual Machine Communication Interface Sockets driver","vSockets Virtual Machine Communication Interface Sockets driver","vSockets Virtual Machine Communication Interface Sockets driver","Ignore","C:\Windows\system32\DRIVERS\vsock.sys","Win32_SystemDriver","Kernel Driver","Running","Boot"," ","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"VSPerfDrv110","Performance Tools Driver 11.0","Performance Tools Driver 11.0","Performance Tools Driver 11.0","Ignore","\??\C:\Program Files (x86)\Microsoft Visual Studio 11.0\Team Tools\Performance Tools\x64\VSPerfDrv110.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"VSTXRAID","VIA StorX Storage RAID Controller Windows Driver","VIA StorX Storage RAID Controller Windows Driver","VIA StorX Storage RAID Controller Windows Driver","Normal","C:\Windows\system32\drivers\vstxraid.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"vwifibus","Virtual Wireless Bus Driver","Virtual Wireless Bus Driver","Virtual Wireless Bus Driver","Normal","C:\Windows\system32\drivers\vwifibus.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"vwififlt","Virtual WiFi Filter Driver","Virtual WiFi Filter Driver","Virtual WiFi Filter Driver","Normal","C:\Windows\system32\drivers\vwififlt.sys","Win32_SystemDriver","Kernel Driver","Running","System"," ","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"WacomPen","Wacom Serial Pen HID Driver","Wacom Serial Pen HID Driver","Wacom Serial Pen HID Driver","Normal","C:\Windows\system32\drivers\wacompen.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"wanarp","»·ºÝ¦s¨ú IP ARP ÅX°Êµ{¦¡","»·ºÝ¦s¨ú IP ARP ÅX°Êµ{¦¡","»·ºÝ¦s¨ú IP ARP ÅX°Êµ{¦¡","Normal","C:\Windows\system32\DRIVERS\wanarp.sys","Win32_SystemDriver","Kernel Driver","Running","Auto"," ","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"wanarpv6","»·ºÝ¦s¨ú IPv6 ARP ÅX°Êµ{¦¡","»·ºÝ¦s¨ú IPv6 ARP ÅX°Êµ{¦¡","»·ºÝ¦s¨ú IPv6 ARP ÅX°Êµ{¦¡","Normal","C:\Windows\system32\DRIVERS\wanarp.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"wcifs","Windows Container Isolation","Windows Container Isolation","Windows Container Isolation","Normal","C:\Windows\system32\drivers\wcifs.sys","Win32_SystemDriver","File System Driver","Running","Auto"," ","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"wcnfs","Windows Container Name Virtualization","Windows Container Name Virtualization","Windows Container Name Virtualization","Normal","C:\Windows\system32\drivers\wcnfs.sys","Win32_SystemDriver","File System Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"WdBoot","Microsoft Defender Antivirus Boot Driver","Microsoft Defender Antivirus Boot Driver","Microsoft Defender Antivirus Boot Driver","Normal","C:\Windows\system32\drivers\wd\WdBoot.sys","Win32_SystemDriver","Kernel Driver","Stopped","Boot"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"Wdf01000","Kernel Mode Driver Frameworks service","Kernel Mode Driver Frameworks service","Kernel Mode Driver Frameworks service","Normal","C:\Windows\system32\drivers\Wdf01000.sys","Win32_SystemDriver","Kernel Driver","Running","Boot"," ","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"WdFilter","Microsoft Defender Antivirus Mini-Filter Driver","Microsoft Defender Antivirus Mini-Filter Driver","Microsoft Defender Antivirus Mini-Filter Driver","Normal","C:\Windows\system32\drivers\wd\WdFilter.sys","Win32_SystemDriver","File System Driver","Running","Boot"," ","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"wdiwifi","WDI Driver Framework","WDI Driver Framework","WDI Driver Framework","Normal","C:\Windows\system32\DRIVERS\wdiwifi.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"WdmCompanionFilter","WdmCompanionFilter","WdmCompanionFilter","WdmCompanionFilter","Normal","C:\Windows\system32\drivers\WdmCompanionFilter.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"WdNisDrv","Microsoft Defender Antivirus Network Inspection System Driver","Microsoft Defender Antivirus Network Inspection System Driver","Microsoft Defender Antivirus Network Inspection System Driver","Normal","C:\Windows\system32\drivers\wd\WdNisDrv.sys","Win32_SystemDriver","Kernel Driver","Running","Manual"," ","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"WFPLWFS","Microsoft Windows ¿z¿ï¥­¥x","Microsoft Windows ¿z¿ï¥­¥x","Microsoft Windows ¿z¿ï¥­¥x","Normal","C:\Windows\system32\drivers\wfplwfs.sys","Win32_SystemDriver","Kernel Driver","Running","Boot"," ","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"WIMMount","WIMMount","WIMMount","WIMMount","Normal","C:\Windows\system32\drivers\wimmount.sys","Win32_SystemDriver","File System Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
